source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,source_n_cells,target_n_cells,min_source_target_n_cells
Th17,Th naive,SELPLG,SELL,0.09694767,0.0,0.009397258,0.3903255,0.1410847,0.0019786477,0.6484767,0.3143322799663862,0.2130100186271488,3171,1182,1182
Macrophages IFN-activated,Monocytes inflammatory,HLA-DMB,CD4,0.71715784,0.0,0.2788956,1.5752913,1.2592723,0.0058841575,0.90950125,0.039502323917205,0.2130225400292647,818,50,50
Paneth cells,Monocytes inflammatory,TFF3,CXCR4,0.7170824,0.004,0.4700512,0.17433518,-0.34925497,0.0013487496,0.9288107,1.0,0.2130648450595902,5623,50,50
Treg,Macrophages FOLR2,ADAM10,NOTCH1,0.09696017,0.0,0.009399417,0.1789007,0.07135481,0.001448388,0.64850295,0.9722791740316584,0.2130838377026075,449,6473,449
Macrophages proliferating,Stem cells,CXCL8,SDC1,0.7170622,0.0,0.38063163,1.8015783,1.7087231,0.014547503,0.9215111,0.0034920570379089,0.2130859989255189,127,2790,127
cDC migratory,Macrophages FOLR2,HLA-A,APLP2,0.71705294,0.953,0.4933229,-0.029803187,-0.25768983,0.0008925943,0.9303918,1.0,0.2131071536919276,14,6473,14
Colonocytes DUOX2,Macrophages IFN-activated,SLPI,CD4,0.71704674,0.0,0.49147648,2.1539211,1.4887156,0.049822655,0.9302703,0.0001335927638829,0.2131283093587931,4757,818,818
Th naive,B cell memory,TNFSF13B,HLA-DPB1,0.9016306,0.0,0.25477052,0.832713,0.6203967,0.0012510074,0.90570825,0.3827287028118984,0.2131494659260926,1182,5004,1182
Tuft cells,Goblet cells,COL27A1,ITGA1_ITGB1,0.09707075,0.0,0.009400841,1.1096275,0.11329025,0.018990124,0.6485202,0.3051428453600251,0.2131576554745562,288,9555,288
Th effector,Macrophages immature,HLA-A,LILRB1,1.1100457,0.0,0.25475922,0.49338615,0.18683422,0.00157097,0.90570635,0.5025316869378358,0.2131917817619014,1258,551,551
TA cells,Th memory,PKM,CD44,0.71694124,0.0,0.42711326,0.656137,0.5732891,0.0018520677,0.925578,0.348454639291305,0.2132129410303645,5824,8461,5824
cDC2,Goblet cells,PSEN1,NCSTN,0.09744021,0.033,0.009404351,0.0682287,0.034089543,0.0012057275,0.6485628,1.0,0.2132314719430065,203,9555,203
Macrophages IFN-activated,Tc naive,HLA-DPB1,CD4,1.4422867,0.0,0.2373814,1.4379821,1.6803219,0.0015952236,0.90264595,0.0936501624903542,0.2132332639837978,818,406,406
Colonocytes DUOX2,Monocytes,HMGB1,THBD,0.8614223,0.0,0.25474533,1.3299836,0.7242199,0.00960397,0.905704,0.0234822153966544,0.2132341011991695,4757,767,767
ILC3,Goblet cells,LTB,TNFRSF1A,0.7844604,0.0,0.25469744,0.7402399,0.7026156,0.0022984042,0.905696,0.1994987449222086,0.2132764242377128,23,9555,23
Macrophages IFN-activated,Colonocytes DUOX2,CALR,ITGA3,0.71685326,0.0,0.31526506,0.8945538,0.54650277,0.014325923,0.9144208,0.039502323917205,0.2132764242377128,818,4757,818
Tc,Monocytes inflammatory,HMGB1,CXCR4,0.7168121,0.585,0.46977717,0.023251846,-0.40209538,0.00063065026,0.9287914,1.0,0.2132975871074051,6712,50,50
Neutrophils,Macrophages LYVE1,S100A9,ITGB2,0.98923516,0.0,0.25468665,3.4617925,1.5367764,0.004655792,0.9056942,0.0080170354064438,0.2132975871074051,5,48,5
Colonocytes,Enterocytes,APP,CD74,0.7167554,0.0,0.40444914,0.19059193,-0.014283076,0.0013568188,0.92367816,1.0,0.2133399155475162,12656,17919,12656
Tc,Monocytes,HLA-A,LILRA1,0.9797039,0.0,0.25464496,2.2098072,0.033557817,0.014620193,0.90568715,0.081259622846373,0.2133399155475162,6712,767,767
cDC migratory,Tfh,PLA2G2A,ITGB1,0.097004935,0.996,0.009405893,-0.25815856,-0.7956936,0.0001468026,0.64858145,1.0,0.2133421942016474,14,1216,14
cDC migratory,Tfh,ADAM9,ITGB1,0.097004935,0.993,0.009405893,-0.056272104,-0.122229345,0.00048899744,0.64858145,1.0,0.2133421942016474,14,1216,14
cDC2,Tc naive,HLA-C,CD8B,0.7167511,0.995,0.32992592,0.07370627,-0.07632053,0.0018781774,0.91618264,1.0,0.2133610811178888,203,406,203
Paneth cells,Macrophages FOLR2,HLA-A,LILRB2,0.7167455,1.0,0.30777147,0.60705066,-0.18062562,0.0020738284,0.91347486,1.0,0.2133822475884421,5623,6473,5623
Tc effector,Capillary endothelial cells,HLA-A,APLP2,0.98774666,0.267,0.2546434,-0.002440475,-0.24494195,0.0004607393,0.9056869,1.0,0.2133928311612793,13119,5,5
Tc effector,Neutrophils,HLA-A,CD8B,0.98774666,0.082,0.2546434,0.15863197,-0.092690974,0.0013021638,0.9056869,1.0,0.2133928311612793,13119,5,5
Tc effector,Neutrophils,HLA-A,APLP2,0.98774666,0.244,0.2546434,-0.002440475,-0.24494195,0.0004607393,0.9056869,1.0,0.2133928311612793,13119,5,5
Tc effector,Neutrophils,HLA-A,LILRB2,0.98774666,0.004,0.2546434,0.51623416,0.021286078,0.0017158404,0.9056869,0.853983253307607,0.2133928311612793,13119,5,5
Monocytes inflammatory,Plasma cell cycling,LGALS1,CD69,0.7167326,0.0,0.40323043,0.4377157,0.35707936,0.0013602554,0.9235717,0.6732129341699936,0.2134034149591531,50,72,50
Plasma cell cycling,Stem cells,CALM1,PTPRA,0.7167249,0.037,0.3382671,0.2974165,0.100339055,0.0018623493,0.9171364,1.0,0.2134245832299987,72,2790,72
Macrophages FOLR2,Tuft cells,MIF,TNFRSF14,0.09737788,1.0,0.009405932,-0.3735152,-0.5070569,0.000104720966,0.64858186,1.0,0.2134529135274813,6473,288,288
Macrophages immature,Macrophages IFN-activated,LGALS1,ITGB1,0.7167011,0.0,0.39159784,0.62006253,0.7003602,0.0025164501,0.92253214,0.1525013978908819,0.2134880934431134,551,818,551
Colonocytes,T cells proliferating,HMGB1,CXCR4,0.71670014,0.58,0.4100572,0.00097052753,-0.07089883,0.0005504795,0.92416215,1.0,0.2135092653142676,12656,40,40
Th memory,Neutrophils,HLA-A,APLP2,0.9876418,0.249,0.25461432,-0.00255768,-0.25924575,0.0004606867,0.905682,1.0,0.2135198515873536,8461,5,5
Th memory,Neutrophils,HLA-A,LILRB2,0.9876418,0.003,0.25461432,0.5161169,0.0069822744,0.0017156445,0.905682,0.9273660682876862,0.2135198515873536,8461,5,5
Th memory,Neutrophils,HLA-A,CD8B,0.9876418,0.081,0.25461432,0.15851477,-0.10699478,0.0013020152,0.905682,1.0,0.2135198515873536,8461,5,5
Th memory,Capillary endothelial cells,HLA-A,APLP2,0.9876418,0.266,0.25461432,-0.00255768,-0.25924575,0.0004606867,0.905682,1.0,0.2135198515873536,8461,5,5
B cell naive,Tc naive,ICOSLG,CD28,0.097029716,0.0,0.009406699,0.4707784,0.1372762,0.0047501074,0.6485912,0.3273362111247936,0.2135267247820526,3019,406,406
Macrophages immature,Tc,HLA-E,CD8B,0.7166691,0.0,0.4821214,0.6055289,0.5363112,0.0040900228,0.9296444,0.0538435986714025,0.2135304380854414,551,6712,551
Macrophages IFN-activated,Macrophages proliferating,CCL4,CCR1,0.7166671,0.0,0.4551053,2.0496228,1.2457852,0.01610468,0.927735,0.0021471776955632,0.2135516117566117,818,127,127
B cell cycling,NK cells,CD22,PTPRC,0.71659565,0.0,0.39698452,1.3425756,0.7525941,0.0064956276,0.92301893,0.039502323917205,0.2135939617988498,224,163,163
Colonocytes,Tuft cells,EFNB1,EPHB3,0.09736904,0.0,0.009407191,0.34684804,0.13110514,0.009399589,0.6485972,0.3523386812502361,0.213600534733183,12656,288,288
Tfh,Th17,HLA-E,CD8A,0.7164071,0.0,0.39080122,0.44943556,0.2287677,0.0030353034,0.92245936,0.1726215455177094,0.213636315440798,1216,3171,1216
Colonocytes DUOX2,Macrophages FOLR2,LGALS3BP,CD33,0.71636,0.0,0.27601248,1.6212149,0.9969013,0.016274998,0.9090727,0.0033276724604772,0.2136574936116058,4757,6473,4757
Colonocytes DUOX2,Th17,HLA-E,CD8B,0.7260732,0.0,0.2545045,0.33410665,0.360177,0.0021590602,0.9056636,0.3843776749568494,0.2136574936116058,4757,3171,3171
Colonocytes DUOX2,B cell germinal center,TXLNA,STX4,0.097790316,0.0,0.009407504,0.100365385,0.034741756,0.0010971227,0.64860094,1.0,0.2136743433808839,4757,1063,1063
Monocytes,Treg,HLA-DPA1,LAG3,1.0879823,0.0,0.25448298,0.9993895,0.98082423,0.0032784676,0.90566,0.0656056524679148,0.2136786726822721,767,449,449
B cell germinal center,Macrophages immature,HLA-DMA,CD4,0.71619743,0.0,0.3789185,1.337515,0.91894424,0.005322282,0.9213478,0.039502323917205,0.2137422152931914,1063,551,551
B cell cycling,Stem cells,LGALS9,LRP1,0.098036855,0.937,0.009408157,0.028266609,-0.07269867,0.00059214537,0.64860886,1.0,0.2137481507251668,224,2790,224
B cell germinal center,Th effector,HLA-C,CD8A,0.7161711,1.0,0.3742249,0.11656684,-0.25463235,0.001950427,0.92089504,1.0,0.2137845815326745,1063,1258,1063
Tc effector,ILC3,CALM1,PTPRA,0.7402948,0.0,0.25444055,0.21438885,0.013890997,0.0014008373,0.9056529,0.8928125528009623,0.2137845815326745,13119,23,23
Th17,cDC migratory,HMGB1,CXCR4,0.7161516,0.527,0.42091784,0.0039383397,-0.41110975,0.0005650593,0.92507315,1.0,0.2138057660020081,3171,14,14
T cells proliferating,Plasma cell,HRAS,CAV1,0.09700383,0.01,0.009409693,0.32314223,0.11685094,0.0052421503,0.64862746,0.862595817832379,0.2138219567660433,40,21820,40
Macrophages immature,Tuft cells,LGALS1,ITGB1,0.7161039,0.0,0.3903245,0.6187096,0.7462325,0.0025082673,0.9224157,0.1537420161410562,0.2138481376397441,551,288,288
Macrophages immature,NK cells,HLA-C,CD8B,0.7160993,1.0,0.4580226,0.2573125,0.043615222,0.0026073963,0.9279489,1.0,0.2138693248081006,551,163,163
B cell germinal center,Colonocytes BEST4,ITGB3BP,ITGB5,0.09808908,0.0,0.009410875,0.24285203,0.0892427,0.0024126826,0.64864177,0.6884440341717806,0.213895761503525,1063,338,338
NK cells,Colonocytes DUOX2,S100A4,ERBB3,0.71608263,0.0,0.46874905,0.8557701,0.7002711,0.0072716665,0.9287189,0.039502323917205,0.2139117018436754,163,4757,163
Stem cells,Th naive,HLA-A,CD8A,1.0887864,0.0,0.25429925,0.23914075,0.32767856,0.0011905708,0.90562916,0.8591032767686417,0.2139328917108475,2790,1182,1182
Tc naive,Neutrophils,VIM,CD44,0.7160803,0.029,0.4937254,0.379985,-0.0028973222,0.0012547835,0.9304182,1.0,0.2139328917108475,406,5,5
Colonocytes DUOX2,NK cells,LGALS1,PTPRC,0.7160244,0.0,0.39577574,0.44284394,0.27607226,0.0008360673,0.9229105,1.0,0.213954082477579,4757,163,163
Treg,cDC2,ADAM10,NOTCH2,0.09702166,0.0,0.009411173,0.19222315,0.07184449,0.001195306,0.6486454,0.9084915630553216,0.2139695649376231,449,203,203
Colonocytes DUOX2,Plasma cell cycling,CALM1,PTPRA,0.9757512,0.0,0.25429562,0.43035045,0.6527623,0.0014000395,0.90562856,0.6373003597133879,0.2139752741438466,4757,72,72
T cells proliferating,Monocytes,FABP5,RXRA,0.716023,0.0,0.33040735,1.1708579,0.8908273,0.010596506,0.9162386,0.0190555023654729,0.2139752741438466,40,767,40
T cells proliferating,B cell germinal center,HLA-B,LILRB1,1.2847135,0.001,0.254281,0.38809112,0.18347295,0.0012243356,0.90562606,0.8188649079573095,0.2140176601748983,40,1063,40
Macrophages FOLR2,Tc effector,HMGB1,CXCR4,0.715986,0.953,0.4636883,0.019915469,-0.15332511,0.00062247633,0.9283588,1.0,0.2140176601748983,6473,13119,6473
Colonocytes,B cell cycling,B2M,CD1C,1.3834915,1.0,0.25427166,-0.055238992,-0.102561906,0.0018140026,0.9056245,1.0,0.2140388545396364,12656,224,224
Th naive,Th effector,VIM,CD44,0.7159243,0.0,0.47162494,0.34602612,0.06766638,0.0011986159,0.9289211,0.8500072749701288,0.2140388545396364,1182,1258,1182
Paneth cells,B cell germinal center,ADAM10,CD44,0.09810324,1.0,0.0094123,-0.18341397,-0.19650905,0.00020563694,0.648659,1.0,0.2140433670683495,5623,1063,1063
Paneth cells,Paneth cells,HLA-A,APLP2,0.71591413,1.0,0.30582508,-0.20350987,-0.49062565,0.0005533449,0.9132238,1.0,0.2140600498038186,5623,5623,5623
B cell memory,cDC migratory,HMGB1,CXCR4,0.71591127,0.517,0.4207194,0.0036767684,-0.41320318,0.0005647929,0.9250568,1.0,0.2140812459674219,5004,14,14
Monocytes inflammatory,Macrophages IFN-activated,HLA-A,APLP2,0.7159026,0.999,0.44557178,-0.0949561,-0.28598356,0.0008061957,0.9270221,1.0,0.2141024430304233,50,818,50
Stem cells,T cells proliferating,LAMB3,CD151,0.09725158,0.86,0.009412704,-0.053747065,-0.122103535,0.0011416523,0.64866394,1.0,0.2141171678957153,2790,40,40
Colonocytes DUOX2,Tc effector,MIF,CD74_CXCR4,0.7159018,1.0,0.44012156,0.23214844,-0.5650314,0.000698452,0.9266047,1.0,0.2141236409927997,4757,13119,4757
T cells proliferating,Colonocytes DUOX2,GZMA,F2RL1,0.7158776,0.0,0.30722138,1.5185988,1.1678517,0.0424592,0.9134041,0.002711091895385,0.2141448398545281,40,4757,40
Colonocytes BEST4,B cell memory,LAMA1,RPSA,1.0814598,0.0,0.25417137,0.54889196,0.2785003,0.0071739936,0.90560764,0.082995799442577,0.2141660396155857,338,5004,338
Th effector,Tc effector,HMGB1,CXCR4,0.71587545,0.792,0.46357888,0.019791886,-0.25980797,0.0006223294,0.9283509,1.0,0.2141660396155857,1258,13119,1258
Monocytes,Monocytes,HLA-DQA1,CD4,0.7158551,0.0,0.43091932,1.279236,0.9203701,0.0043751,0.92588294,0.039502323917205,0.2142084418355957,767,767,767
NK cells,Plasma cell cycling,FAM3C,CLEC2D,0.097534806,0.91,0.009413066,0.027979523,-0.070385665,0.0008241404,0.6486683,1.0,0.2142278666929886,163,72,72
NK cells,Plasma cell cycling,FAM3C,ADGRG5,0.097534806,0.706,0.009413066,0.25568116,-0.039096966,0.0025499845,0.6486683,1.0,0.2142278666929886,163,72,72
Colonocytes DUOX2,Macrophages IFN-activated,LGALS9,CD44,0.7157988,0.0,0.5023833,1.0668592,1.0194123,0.004724585,0.93097883,0.039502323917205,0.2142296442945022,4757,818,818
cDC2,TA cells,HLA-A,ERBB2,0.71576446,0.999,0.29535964,0.17546463,-0.027992845,0.0032297026,0.9118342,1.0,0.2142508476526457,203,5824,203
Th effector,TA cells,CALM1,KCNQ1,0.7980097,0.0,0.25408873,0.4677244,0.20405453,0.00428985,0.90559375,0.1600343688329953,0.2142932570665512,1258,5824,1258
Tuft cells,NK cells,LGALS9,PTPRC,0.71569866,0.0,0.39508656,0.6846333,0.58237827,0.0019731834,0.9228485,0.2978106111772731,0.2143144631222674,288,163,163
Plasma cell cycling,Capillary endothelial cells,LGALS1,PTPRC,0.9857446,0.0,0.2540883,0.75200856,0.63399315,0.00053675583,0.9055937,0.3827287028118984,0.2143144631222674,72,5,5
Macrophages IFN-activated,Macrophages IFN-activated,TGS1,RXRA,0.0977022,0.0,0.009414349,0.13761577,0.06265631,0.0013266464,0.64868385,1.0,0.2143385625577658,818,818,818
Macrophages proliferating,Colonocytes BEST4,APOE,LSR,0.7156675,0.0,0.4915344,1.672584,1.485669,0.023429547,0.9302741,0.0012551589698208,0.2143568779311114,127,338,127
Th effector,Plasma cell cycling,HLA-B,LILRB1,1.2975976,0.0,0.25407133,0.39702964,0.09723284,0.0012233261,0.90559083,0.8197882109420492,0.2143568779311114,1258,72,72
B cell naive,Th effector,TGFB1,CXCR4,0.71565247,0.0,0.2669973,0.75386596,0.69705814,0.00202119,0.9076909,0.2793745099520561,0.2143780866841932,3019,1258,1258
Goblet cells,Tc,CD59,CD2,0.7156311,0.0,0.33974096,0.6951747,0.55784774,0.0031709915,0.9173014,0.0735144505811876,0.2143992963363508,9555,6712,6712
Tc effector,Th effector,HLA-A,CD8B,0.98758435,0.0,0.25404724,0.15815419,-0.048158675,0.0012991154,0.9055868,1.0,0.2143992963363508,13119,1258,1258
Macrophages FOLR2,Stem cells,ICAM4,ITGAV,0.09806827,0.0,0.009414462,0.46611613,0.16477059,0.0049286075,0.6486852,0.2446759276866612,0.2144123581718052,6473,2790,2790
ILC3,Colonocytes BEST4,HLA-A,ERBB2,0.96722776,0.113,0.25402457,0.24914065,0.011397205,0.0027777115,0.90558296,1.0,0.2144205068875612,23,338,23
Th naive,Colonocytes DUOX2,CALM1,INSR,0.71554965,0.0,0.34570917,0.3880519,0.083041325,0.0042173723,0.9179595,0.5444461836803568,0.2144417183378013,1182,4757,1182
Capillary endothelial cells,B cell cycling,COPA,CD74,0.9855043,0.0,0.2540217,0.24066217,0.12979497,0.0008120237,0.9055825,1.0,0.2144417183378013,5,224,5
Tuft cells,cDC2,HLA-C,LILRB2,0.71553457,0.969,0.28656557,0.5809651,-0.021334022,0.002149589,0.91061157,1.0,0.2144629306870483,288,203,203
Macrophages proliferating,Macrophages proliferating,IL1B,SIGIRR,0.81949174,0.0,0.25402033,1.6939789,1.8974642,0.004349752,0.90558225,0.039363629008766,0.2144629306870483,127,127,127
Capillary endothelial cells,ILC3,TFF3,CXCR4,0.7155064,0.301,0.48603204,0.33532536,-0.7866231,0.0013946047,0.92990816,1.0,0.214484143935279,5,23,5
Colonocytes DUOX2,Plasma cell cycling,C4BPA,CD40,0.09703335,0.001,0.00941471,0.7521348,0.12734744,0.0076180403,0.6486882,0.6623585211228162,0.2144861524825417,4757,72,72
Stem cells,Tc,HLA-E,CD8B,0.71548414,0.0,0.4808436,0.6040634,0.34741014,0.0040791826,0.92955756,0.054489260488188,0.2145053580824704,2790,6712,2790
Goblet cells,Macrophages immature,LGALS3,ENG,0.9623577,0.0,0.2540187,0.69555086,0.2537372,0.00531149,0.90558195,0.0921048013114983,0.2145053580824704,9555,551,551
Th memory,Th effector,HLA-A,CD8B,0.98747957,0.0,0.25401825,0.15803698,-0.06246248,0.001298967,0.9055819,1.0,0.2145265731285995,8461,1258,1258
Goblet cells,Th effector,GNAI2,CCR5,0.097624324,1.0,0.009415305,0.119960204,-0.1243916,0.00046128908,0.6486954,1.0,0.214559945489987,9555,1258,1258
Stem cells,Th naive,HLA-A,CD8B,1.0887089,0.0,0.25398064,0.24398288,0.34111115,0.0012987748,0.9055756,0.735884410722294,0.214590223660383,2790,1182,1182
Tuft cells,Paneth cells,MDK,ITGA6_ITGB1,0.71532977,0.0,0.31691,0.79411876,0.938394,0.0051772976,0.9146242,0.039502323917205,0.2146114423020328,288,5623,288
Monocytes,Goblet cells,CD1D,CEACAM5,0.71531105,0.0,0.3552612,1.3791897,1.0434315,0.02129101,0.91898,0.0058353698281893,0.2146326618425052,767,9555,767
Macrophages IFN-activated,B cell memory,PSEN1,NOTCH2,0.09875277,0.0,0.00941553,0.20154169,0.08114819,0.0013352884,0.6486981,0.8670891475437191,0.2146337371941524,818,5004,818
Enterocytes,Stem cells,HLA-A,ERBB2,0.7152907,1.0,0.3545197,0.28650194,0.18363872,0.0038766072,0.91890216,1.0,0.2146538822817773,17919,2790,2790
Macrophages proliferating,cDC2,PSAP,LRP1,1.2080783,0.0,0.2539124,1.5252163,1.5391583,0.0062143556,0.90556407,0.039502323917205,0.2146751036198259,127,203,127
cDC migratory,Macrophages proliferating,HLA-B,LILRB1,0.7152783,0.984,0.39963472,0.5321743,-0.3389534,0.0019241979,0.92325497,1.0,0.2146751036198259,14,127,14
Macrophages IFN-activated,Th effector,TFF3,CXCR4,0.71525675,0.0,0.26603904,0.4817016,-1.2897539,0.0007633638,0.90754014,1.0,0.2146963258566281,818,1258,818
Th17,Th naive,HLA-DPB1,CD4,0.097713396,1.0,0.009415697,-0.10915761,-0.7434585,6.327431e-05,0.6487002,1.0,0.2147075275950493,3171,1182,1182
Colonocytes DUOX2,Th17,AGTRAP,RACK1,0.8649293,0.462,0.25387868,0.21084462,-0.20121099,0.0017100398,0.9055584,1.0,0.2147175489921608,4757,3171,3171
Neutrophils,Th effector,TGFB1,CXCR4,0.7152563,0.0,0.26603776,0.75275815,0.72207195,0.0020139262,0.90753996,0.2817415997012591,0.2147175489921608,5,1258,5
Treg,TA cells,LTB,TNFRSF1A,0.8468174,0.0,0.2538761,0.8084064,0.93056697,0.0022909923,0.90555793,0.20116231992656,0.2147387730264011,449,5824,449
Colonocytes DUOX2,Macrophages immature,LGALS3BP,ITGB1,0.7152511,0.0,0.2733438,0.7498125,0.76037896,0.0035687755,0.90867037,0.048544056201824,0.2147387730264011,4757,551,551
Goblet cells,Tc naive,LGALS9,PTPRC,0.71519953,0.0,0.43543133,0.7132797,0.5515382,0.0021746773,0.92623955,0.231977949325875,0.214781223790912,9555,406,406
Monocytes,Macrophages immature,APP,LRP10,0.09800215,1.0,0.009416244,-0.25264078,-0.2757262,0.0002577739,0.6487068,1.0,0.2147813166926896,767,551,551
Treg,Goblet cells,CALM1,INSR,0.71519023,0.0,0.31569827,0.34402132,0.091236085,0.0038512629,0.9144745,0.5072311112591494,0.2148024505211367,449,9555,449
Plasma cell cycling,Macrophages IFN-activated,CALR,LRP1,0.9019208,0.0,0.25382888,0.85048926,0.7986827,0.005459666,0.90555,0.039502323917205,0.214823678149977,72,818,72
Stem cells,Macrophages IFN-activated,MIF,CD74_CXCR4,0.71506375,0.0,0.4129562,0.5866087,0.4614643,0.001999491,0.9244087,0.2873424172062579,0.2148449066774096,2790,818,818
Monocytes inflammatory,cDC2,PLAU,LRP1,0.09782021,0.0,0.009417826,0.48473644,0.15149836,0.0050733625,0.6487259,0.2821375722737322,0.2148551044870845,50,203,50
Th17,Neutrophils,S100A4,CCR5,0.98469657,0.0,0.25379774,1.453373,1.0543731,0.009210569,0.90554476,0.0215601793990445,0.2148661361034116,3171,5,5
cDC migratory,Plasma cell cycling,LGALS1,CD69,0.71503824,0.006,0.40192792,0.43539372,0.3052663,0.0013558617,0.92345744,0.805550567791951,0.2148873664279601,14,72,14
Th memory,Tc,TNF,VSIR,0.097066805,0.879,0.009418175,0.014113888,-0.029291824,0.0004044407,0.64873016,1.0,0.2149288909782456,8461,6712,6712
Th effector,Goblet cells,LTB,TNFRSF1A,0.7819128,0.0,0.25376046,0.7368628,0.78257036,0.0022899488,0.9055385,0.2014992107580313,0.2149935315280926,1258,9555,1258
Th memory,cDC migratory,TNF,TRADD,0.09707059,0.35,0.009418895,0.06455637,0.016454317,0.0006832164,0.6487388,1.0,0.2150026761661845,8461,14,14
Macrophages proliferating,Macrophages proliferating,CD14,TLR4,0.7150037,0.0,0.34951344,2.9063325,1.4880135,0.057470657,0.91837066,0.0001340987254806,0.2150147672434361,127,127,127
B cell cycling,Macrophages proliferating,HLA-DQB1,CD4,0.71498114,0.0,0.49518597,1.799773,0.9100001,0.0055107265,0.9305138,0.039502323917205,0.2150572413692558,224,127,127
NK cells,B cell cycling,GPI,AMFR,0.09853178,0.581,0.009419073,0.05186756,-0.023450948,0.00092683453,0.648741,1.0,0.2150764600509125,163,224,163
B cell naive,ILC3,CD22,PTPRC,0.7147746,0.0,0.46735772,1.5795947,0.8403103,0.007647103,0.92862046,0.039502323917205,0.2150997190884325,3019,23,23
B cell germinal center,T cells proliferating,LGALS1,PTPRC,0.714721,0.0,0.28671876,0.44962278,0.2405107,0.00060568686,0.9106333,0.9959097424459088,0.2151422004007819,1063,40,40
cDC migratory,TA cells,APOE,LRP5,0.09708324,0.141,0.009421402,0.20957291,-0.04983228,0.002054205,0.64876914,1.0,0.2151502426324413,14,5824,14
B cell germinal center,Monocytes inflammatory,HLA-DQB1,CD4,0.7147077,0.0,0.27775893,1.065779,0.85184956,0.0030910678,0.90933305,0.0799417182491293,0.2151634424043389,1063,50,50
T cells proliferating,Th effector,HLA-E,CD8A,0.71468806,0.0,0.37320524,0.42857686,0.2988773,0.0028986377,0.92079556,0.2006066434395184,0.2152059291061022,40,1258,40
Plasma cell cycling,Th17,HLA-E,CD8B,0.7238049,0.0,0.25357953,0.3312872,0.29989907,0.0021512136,0.905508,0.3914198548283034,0.2152059291061022,72,3171,72
